OrderID,SalesPersonID,CustomerID,OrderDate,ShipDate,ShippingMethod,ShipMethodID,PaymentMethodID,Freight,TotalSubTotal,TotalTax/Order,TotalDue
ORD-0000277,22,3455,30-07-24,30-07-24,Pickup,3,1,0,518.04,36.26,554.3
ORD-0000278,20,2291,22-08-24,29-08-24,Standard Shipping,1,2,5,370.51,25.94,401.45
ORD-0000279,7,2123,28-09-23,05-10-23,Standard Shipping,1,1,5,415.72,29.1,449.82
ORD-0000280,24,774,17-04-24,24-04-24,Standard Shipping,1,1,5,349.13,24.44,378.57
ORD-0000281,30,963,18-10-23,25-10-23,Standard Shipping,1,2,5,284.18,19.89,309.07
ORD-0000282,19,161,27-08-23,03-09-23,Standard Shipping,1,1,5,400.16,28.01,433.17
ORD-0000283,20,69,27-01-24,27-01-24,Pickup,3,2,0,1024.44,71.71,1096.15
ORD-0000284,8,2514,08-06-24,08-06-24,Pickup,3,1,0,288,20.16,308.16
ORD-0000285,11,3168,11-07-23,18-07-23,Standard Shipping,1,1,5,524.24,36.69,565.93
ORD-0000286,1,2976,19-05-23,22-05-23,Express Shipping,2,2,15,978.85,68.51,1062.36
ORD-0000287,1,2978,11-04-23,18-04-23,Standard Shipping,1,2,5,901.55,63.12,969.67
ORD-0000288,7,3333,17-06-23,24-06-23,Standard Shipping,1,2,5,698.14,48.86,752
ORD-0000289,29,19,18-06-23,21-06-23,Express Shipping,2,2,15,752.12,52.65,819.77
ORD-0000290,6,1634,30-07-23,06-08-23,Standard Shipping,1,1,5,749.97,52.5,807.47
ORD-0000291,6,3297,26-12-23,26-12-23,Pickup,3,1,0,798.79,55.92,854.71
ORD-0000292,28,1965,08-11-24,11-11-24,Express Shipping,2,2,15,905.62,63.39,984.01
ORD-0000293,6,2797,08-09-23,08-09-23,Pickup,3,1,0,526.93,36.88,563.81
ORD-0000294,28,614,12-01-24,15-01-24,Express Shipping,2,2,15,774.27,54.2,843.47
ORD-0000295,25,2446,24-05-23,31-05-23,Standard Shipping,1,1,5,65.26,4.57,74.83
ORD-0000296,22,2804,15-06-23,22-06-23,Standard Shipping,1,2,5,1096.8,76.77,1178.57
ORD-0000297,13,2596,02-11-23,09-11-23,Standard Shipping,1,2,5,630.39,44.14,679.53
ORD-0000298,26,3410,04-10-23,07-10-23,Express Shipping,2,2,15,417.57,29.23,461.8
ORD-0000299,12,1695,08-02-24,08-02-24,Pickup,3,1,0,339.17,23.74,362.91
ORD-0000300,7,1085,18-05-24,25-05-24,Standard Shipping,1,1,5,283.98,19.88,308.86
ORD-0000301,3,339,13-01-23,20-01-23,Standard Shipping,1,2,5,833.65,58.36,897.01
ORD-0000302,8,1269,26-05-23,02-06-23,Standard Shipping,1,2,5,335.98,23.52,364.5
ORD-0000303,11,2387,07-03-23,14-03-23,Standard Shipping,1,2,5,1438.05,100.66,1543.71
ORD-0000304,18,3230,28-11-24,05-12-24,Standard Shipping,1,1,5,198.34,13.88,217.22
ORD-0000305,12,1683,21-01-23,21-01-23,Pickup,3,1,0,550.13,38.51,588.64
ORD-0000306,18,2480,12-04-24,19-04-24,Standard Shipping,1,2,5,612.64,42.89,660.53
ORD-0000307,5,3398,29-10-24,05-11-24,Standard Shipping,1,2,5,737.78,51.64,794.42
ORD-0000308,21,3221,06-01-23,09-01-23,Express Shipping,2,1,15,370.22,25.92,411.14
ORD-0000309,7,1863,17-03-24,17-03-24,Pickup,3,2,0,303.98,21.28,325.26
ORD-0000310,19,1702,28-07-23,04-08-23,Standard Shipping,1,2,5,877.78,61.44,944.22
ORD-0000311,30,2863,10-10-23,17-10-23,Standard Shipping,1,1,5,663.62,46.45,715.07
ORD-0000312,24,337,27-07-24,30-07-24,Express Shipping,2,2,15,563.34,39.43,617.77
ORD-0000313,26,2414,03-04-23,10-04-23,Standard Shipping,1,2,5,92.2,6.45,103.65
ORD-0000314,22,1292,18-03-23,21-03-23,Express Shipping,2,2,15,546.98,38.29,600.27
ORD-0000315,27,148,10-02-24,10-02-24,Pickup,3,1,0,399.88,28,427.88
ORD-0000316,18,1680,27-01-24,03-02-24,Standard Shipping,1,1,5,642.83,45,692.83
ORD-0000317,11,1648,28-08-24,04-09-24,Standard Shipping,1,2,5,98.06,6.86,109.92
ORD-0000318,20,2848,14-02-24,14-02-24,Pickup,3,2,0,101.81,7.13,108.94
ORD-0000319,6,3133,08-05-23,15-05-23,Standard Shipping,1,1,5,145.71,10.2,160.91
ORD-0000320,23,231,02-05-23,02-05-23,Pickup,3,2,0,847,59.29,906.29
ORD-0000321,21,1542,10-11-23,17-11-23,Standard Shipping,1,2,5,267.97,18.76,291.73
ORD-0000322,26,601,05-12-24,08-12-24,Express Shipping,2,2,15,506.86,35.49,557.35
ORD-0000323,16,2797,08-11-24,15-11-24,Standard Shipping,1,2,5,204.45,14.31,223.76
ORD-0000324,2,1706,13-08-24,13-08-24,Pickup,3,2,0,345.38,24.17,369.55
ORD-0000325,9,1994,30-09-24,07-10-24,Standard Shipping,1,1,5,57,3.99,65.99
ORD-0000326,8,1922,01-03-23,08-03-23,Standard Shipping,1,1,5,1031,72.16,1108.16
ORD-0000327,16,3044,18-04-23,21-04-23,Express Shipping,2,2,15,768.6,53.79,837.39
ORD-0000328,24,2389,27-06-24,04-07-24,Standard Shipping,1,2,5,319.72,22.38,347.1
ORD-0000329,3,1734,24-01-24,31-01-24,Standard Shipping,1,1,5,68.64,4.8,78.44
ORD-0000330,25,1332,05-12-24,12-12-24,Standard Shipping,1,1,5,658.37,46.1,709.47
ORD-0000331,27,496,19-05-23,19-05-23,Pickup,3,1,0,152.66,10.69,163.35
ORD-0000332,30,1268,08-04-23,15-04-23,Standard Shipping,1,1,5,548.45,38.4,591.85
ORD-0000333,6,35,01-04-23,08-04-23,Standard Shipping,1,2,5,384.54,26.91,416.45
ORD-0000334,11,2717,02-08-23,09-08-23,Standard Shipping,1,2,5,589.25,41.24,635.49
ORD-0000335,3,2037,09-10-24,16-10-24,Standard Shipping,1,2,5,89.68,6.28,100.96
ORD-0000336,30,10,24-11-24,01-12-24,Standard Shipping,1,2,5,1133.58,79.36,1217.94
ORD-0000337,11,1415,27-06-23,04-07-23,Standard Shipping,1,2,5,440.98,30.87,476.85
ORD-0000338,11,157,16-06-24,23-06-24,Standard Shipping,1,2,5,890.76,62.36,958.12
ORD-0000339,20,2464,15-10-23,22-10-23,Standard Shipping,1,2,5,216.76,15.17,236.93
ORD-0000340,21,773,27-04-24,04-05-24,Standard Shipping,1,2,5,668.34,46.78,720.12
ORD-0000341,4,2662,01-04-23,04-04-23,Express Shipping,2,1,15,988.3,69.19,1072.49
ORD-0000342,17,3189,17-05-24,24-05-24,Standard Shipping,1,1,5,87.41,6.12,98.53
ORD-0000343,29,2262,03-07-24,10-07-24,Standard Shipping,1,2,5,288.07,20.17,313.24
ORD-0000344,7,998,15-07-23,22-07-23,Standard Shipping,1,1,5,308.88,21.62,335.5
ORD-0000345,7,1005,19-11-24,26-11-24,Standard Shipping,1,1,5,680.06,47.61,732.67
ORD-0000346,24,1759,28-07-23,04-08-23,Standard Shipping,1,1,5,790.92,55.37,851.29
ORD-0000347,12,714,19-01-24,22-01-24,Express Shipping,2,2,15,829.44,58.06,902.5
ORD-0000348,2,963,18-12-24,25-12-24,Standard Shipping,1,2,5,120.78,8.45,134.23
ORD-0000349,2,2829,12-07-24,15-07-24,Express Shipping,2,1,15,125.06,8.75,148.81
ORD-0000350,1,694,12-01-24,15-01-24,Express Shipping,2,2,15,663.34,46.43,724.77
ORD-0000351,13,1165,26-12-24,02-01-25,Standard Shipping,1,1,5,436.2,30.53,471.73
ORD-0000352,25,553,08-11-24,15-11-24,Standard Shipping,1,2,5,84.18,5.89,95.07
ORD-0000353,24,981,06-01-24,09-01-24,Express Shipping,2,2,15,745.78,52.19,812.97
ORD-0000354,20,617,21-01-24,28-01-24,Standard Shipping,1,1,5,586.39,41.05,632.44
ORD-0000355,1,3347,23-08-24,26-08-24,Express Shipping,2,2,15,133.23,9.33,157.56
ORD-0000356,29,71,24-12-23,31-12-23,Standard Shipping,1,2,5,409.86,28.69,443.55
ORD-0000357,26,1369,10-09-24,17-09-24,Standard Shipping,1,2,5,381.57,26.71,413.28
ORD-0000358,8,347,07-09-24,14-09-24,Standard Shipping,1,2,5,1096.64,76.76,1178.4
ORD-0000359,9,1968,16-02-23,23-02-23,Standard Shipping,1,2,5,693.94,48.57,747.51
ORD-0000360,9,3085,21-03-23,28-03-23,Standard Shipping,1,1,5,942.51,65.97,1013.48
ORD-0000361,13,3042,25-01-24,01-02-24,Standard Shipping,1,2,5,350.67,24.55,380.22
ORD-0000362,30,15,10-07-23,17-07-23,Standard Shipping,1,1,5,493.8,34.56,533.36
ORD-0000363,1,1672,08-06-24,15-06-24,Standard Shipping,1,1,5,856.39,59.95,921.34
ORD-0000364,9,2029,09-04-23,16-04-23,Standard Shipping,1,2,5,450.15,31.51,486.66
ORD-0000365,16,872,04-10-23,11-10-23,Standard Shipping,1,1,5,250.66,17.54,273.2
ORD-0000366,21,904,21-03-24,28-03-24,Standard Shipping,1,2,5,777.75,54.44,837.19
ORD-0000367,26,2419,08-10-23,15-10-23,Standard Shipping,1,2,5,134.1,9.39,148.49
ORD-0000368,30,1528,10-09-23,17-09-23,Standard Shipping,1,2,5,417.39,29.21,451.6
ORD-0000369,30,2703,05-10-24,12-10-24,Standard Shipping,1,2,5,303.24,21.23,329.47
ORD-0000370,27,1476,02-03-24,09-03-24,Standard Shipping,1,1,5,398.04,27.86,430.9
ORD-0000371,11,1022,17-09-23,24-09-23,Standard Shipping,1,2,5,459.78,32.18,496.96
ORD-0000372,16,975,18-08-23,25-08-23,Standard Shipping,1,1,5,270.72,18.95,294.67
ORD-0000373,8,1167,24-03-23,31-03-23,Standard Shipping,1,1,5,516.25,36.14,557.39
ORD-0000374,18,3226,07-10-24,14-10-24,Standard Shipping,1,1,5,583.31,40.83,629.14
ORD-0000375,16,2433,03-07-23,10-07-23,Standard Shipping,1,2,5,55.34,3.88,64.22
ORD-0000376,10,2588,17-02-24,24-02-24,Standard Shipping,1,1,5,475.21,33.26,513.47
ORD-0000377,20,2457,23-06-23,23-06-23,Pickup,3,2,0,728.99,51.03,780.02
ORD-0000378,23,2916,04-07-23,11-07-23,Standard Shipping,1,1,5,242.78,16.99,264.77
ORD-0000379,8,1623,04-10-24,11-10-24,Standard Shipping,1,2,5,765.72,53.6,824.32
ORD-0000380,24,2792,21-07-23,21-07-23,Pickup,3,2,0,170.66,11.94,182.6
ORD-0000381,3,600,24-01-23,31-01-23,Standard Shipping,1,2,5,673.99,47.18,726.17
ORD-0000382,28,3137,04-08-24,11-08-24,Standard Shipping,1,2,5,92.93,6.51,104.44
ORD-0000383,1,2695,07-02-24,14-02-24,Standard Shipping,1,1,5,428.71,30.01,463.72
ORD-0000384,5,428,04-06-23,11-06-23,Standard Shipping,1,1,5,83.01,5.81,93.82
ORD-0000385,20,3056,26-04-24,03-05-24,Standard Shipping,1,2,5,622.11,43.55,670.66
ORD-0000386,11,227,16-03-24,16-03-24,Pickup,3,2,0,563.29,39.43,602.72
ORD-0000387,16,178,18-05-24,25-05-24,Standard Shipping,1,2,5,444.39,31.11,480.5
ORD-0000388,13,2079,31-05-24,03-06-24,Express Shipping,2,1,15,369.16,25.85,410.01
ORD-0000389,28,1932,23-01-24,30-01-24,Standard Shipping,1,2,5,342.51,23.98,371.49
ORD-0000390,10,2283,08-11-24,15-11-24,Standard Shipping,1,2,5,540.53,37.85,583.38
ORD-0000391,22,2984,02-12-24,09-12-24,Standard Shipping,1,2,5,136.01,9.52,150.53
ORD-0000392,12,1815,07-08-23,14-08-23,Standard Shipping,1,2,5,90.28,6.32,101.6
ORD-0000393,24,336,18-10-23,21-10-23,Express Shipping,2,1,15,226.56,15.86,257.42
ORD-0000394,7,1536,07-11-24,14-11-24,Standard Shipping,1,1,5,858.93,60.13,924.06
ORD-0000395,10,623,08-10-24,15-10-24,Standard Shipping,1,2,5,484.34,33.91,523.25
ORD-0000396,17,2242,04-02-23,11-02-23,Standard Shipping,1,2,5,620.99,43.46,669.45
ORD-0000397,12,1836,26-11-24,26-11-24,Pickup,3,1,0,187.32,13.12,200.44
ORD-0000398,30,2146,17-03-24,24-03-24,Standard Shipping,1,1,5,292.66,20.5,318.16
ORD-0000399,22,773,05-04-23,12-04-23,Standard Shipping,1,1,5,865.18,60.57,930.75
ORD-0000400,5,3485,05-06-24,08-06-24,Express Shipping,2,2,15,179.36,12.56,206.92
ORD-0000401,5,2305,25-05-23,01-06-23,Standard Shipping,1,2,5,384.66,26.93,416.59
ORD-0000402,25,703,13-03-24,20-03-24,Standard Shipping,1,2,5,433.47,30.34,468.81
ORD-0000403,3,2668,01-09-23,04-09-23,Express Shipping,2,1,15,172.64,12.08,199.72
ORD-0000404,16,2335,07-10-23,10-10-23,Express Shipping,2,1,15,989.75,69.29,1074.04
ORD-0000405,17,2157,14-03-24,21-03-24,Standard Shipping,1,2,5,338.13,23.67,366.8
ORD-0000406,1,199,02-08-23,09-08-23,Standard Shipping,1,1,5,668.03,46.76,719.79
ORD-0000407,7,2229,30-03-24,02-04-24,Express Shipping,2,1,15,54.12,3.79,72.91
ORD-0000408,8,3294,04-09-23,11-09-23,Standard Shipping,1,1,5,767.14,53.69,825.83
ORD-0000409,27,3204,27-01-24,27-01-24,Pickup,3,2,0,360.71,25.25,385.96
ORD-0000410,13,79,13-08-23,20-08-23,Standard Shipping,1,2,5,444.3,31.1,480.4
ORD-0000411,26,1897,04-04-24,11-04-24,Standard Shipping,1,2,5,960.45,67.23,1032.68
ORD-0000412,6,1485,06-12-24,13-12-24,Standard Shipping,1,1,5,490.79,34.36,530.15
ORD-0000413,26,2522,14-02-24,14-02-24,Pickup,3,2,0,996.24,69.73,1065.97
ORD-0000414,19,2399,05-03-23,08-03-23,Express Shipping,2,2,15,342.14,23.94,381.08
ORD-0000415,12,572,16-01-24,23-01-24,Standard Shipping,1,2,5,313.14,21.92,340.06
ORD-0000416,5,1885,06-12-24,13-12-24,Standard Shipping,1,1,5,364.71,25.53,395.24
ORD-0000417,22,46,03-05-23,03-05-23,Pickup,3,1,0,164.4,11.51,175.91
ORD-0000418,8,2730,12-01-23,19-01-23,Standard Shipping,1,1,5,614.57,43.02,662.59
ORD-0000419,8,776,05-07-23,05-07-23,Pickup,3,1,0,146.01,10.22,156.23
ORD-0000420,30,3379,15-09-23,22-09-23,Standard Shipping,1,2,5,410.02,28.71,443.73
ORD-0000421,30,2926,10-11-24,17-11-24,Standard Shipping,1,1,5,764.8,53.53,823.33
ORD-0000422,15,817,25-11-23,02-12-23,Standard Shipping,1,1,5,467.06,32.7,504.76
ORD-0000423,11,396,02-05-23,09-05-23,Standard Shipping,1,2,5,693.08,48.51,746.59
ORD-0000424,27,2607,24-05-23,31-05-23,Standard Shipping,1,2,5,676.88,47.38,729.26
ORD-0000425,7,373,29-12-23,05-01-24,Standard Shipping,1,1,5,1050.76,73.56,1129.32
ORD-0000426,24,2244,17-08-24,17-08-24,Pickup,3,2,0,167,11.69,178.69
ORD-0000427,21,2331,14-11-24,21-11-24,Standard Shipping,1,1,5,487.87,34.15,527.02
ORD-0000428,17,3006,27-10-23,03-11-23,Standard Shipping,1,2,5,634.96,44.44,684.4
ORD-0000429,6,882,25-02-23,04-03-23,Standard Shipping,1,1,5,670.96,46.97,722.93
ORD-0000430,19,92,29-06-24,06-07-24,Standard Shipping,1,2,5,343.29,24.03,372.32
ORD-0000431,15,2499,02-11-24,09-11-24,Standard Shipping,1,1,5,138.66,9.71,153.37
ORD-0000432,7,2398,24-05-23,31-05-23,Standard Shipping,1,1,5,564.61,39.53,609.14
ORD-0000433,28,2774,21-01-24,28-01-24,Standard Shipping,1,1,5,104.82,7.34,117.16
ORD-0000434,2,441,25-05-24,01-06-24,Standard Shipping,1,2,5,901.67,63.12,969.79
ORD-0000435,26,2250,26-12-24,02-01-25,Standard Shipping,1,2,5,1329.21,93.05,1427.26
ORD-0000436,29,779,31-10-24,03-11-24,Express Shipping,2,2,15,603.99,42.29,661.28
ORD-0000437,30,536,04-06-24,04-06-24,Pickup,3,1,0,701.4,49.1,750.5
ORD-0000438,18,1797,10-04-24,17-04-24,Standard Shipping,1,1,5,973.6,68.15,1046.75
ORD-0000439,4,2205,02-10-23,09-10-23,Standard Shipping,1,1,5,242.53,16.98,264.51
ORD-0000440,20,1530,01-10-23,04-10-23,Express Shipping,2,1,15,514.42,36,565.42
ORD-0000441,17,1852,29-12-24,05-01-25,Standard Shipping,1,2,5,310.23,21.72,336.95
ORD-0000442,11,1035,24-08-24,24-08-24,Pickup,3,1,0,711.3,49.79,761.09
ORD-0000443,18,3020,06-08-24,13-08-24,Standard Shipping,1,2,5,235.48,16.48,256.96
ORD-0000444,1,305,23-09-24,26-09-24,Express Shipping,2,1,15,1018.56,71.3,1104.86
ORD-0000445,12,2937,26-01-23,29-01-23,Express Shipping,2,2,15,22.68,1.59,39.27
ORD-0000446,29,3494,19-05-23,26-05-23,Standard Shipping,1,2,5,466.56,32.66,504.22
ORD-0000447,12,3376,17-06-24,24-06-24,Standard Shipping,1,1,5,899.64,62.98,967.62
ORD-0000448,9,3475,12-03-23,19-03-23,Standard Shipping,1,2,5,139.2,9.74,153.94
ORD-0000449,2,1787,05-10-23,12-10-23,Standard Shipping,1,2,5,624.55,43.72,673.27
ORD-0000450,29,1790,23-11-23,30-11-23,Standard Shipping,1,1,5,635.61,44.49,685.1
ORD-0000451,28,2712,05-08-24,08-08-24,Express Shipping,2,2,15,131.52,9.21,155.73
ORD-0000452,6,3126,04-05-24,11-05-24,Standard Shipping,1,2,5,553.46,38.75,597.21
ORD-0000453,17,135,19-09-24,22-09-24,Express Shipping,2,1,15,352.14,24.65,391.79
ORD-0000454,13,1423,12-08-23,19-08-23,Standard Shipping,1,1,5,419.1,29.33,453.43
ORD-0000455,28,3422,11-12-24,18-12-24,Standard Shipping,1,1,5,420.51,29.44,454.95
ORD-0000456,23,1280,20-11-23,27-11-23,Standard Shipping,1,2,5,439.09,30.73,474.82
ORD-0000457,23,3039,14-07-23,21-07-23,Standard Shipping,1,1,5,633.68,44.36,683.04
ORD-0000458,3,655,23-10-24,30-10-24,Standard Shipping,1,1,5,810.24,56.72,871.96
ORD-0000459,12,2713,28-01-24,31-01-24,Express Shipping,2,1,15,934.33,65.4,1014.73
ORD-0000460,26,2825,11-04-23,18-04-23,Standard Shipping,1,1,5,78.43,5.49,88.92
ORD-0000461,24,2860,10-10-23,17-10-23,Standard Shipping,1,1,5,66,4.62,75.62
ORD-0000462,25,3325,24-12-24,24-12-24,Pickup,3,2,0,135.04,9.45,144.49
ORD-0000463,21,3039,02-12-23,09-12-23,Standard Shipping,1,2,5,411.89,28.84,445.73
ORD-0000464,15,2784,25-06-24,02-07-24,Standard Shipping,1,1,5,659.08,46.14,710.22
ORD-0000465,27,1753,24-01-24,31-01-24,Standard Shipping,1,2,5,700.23,49.02,754.25
ORD-0000466,24,3384,01-09-24,08-09-24,Standard Shipping,1,2,5,96.62,6.76,108.38
ORD-0000467,29,2779,11-07-23,18-07-23,Standard Shipping,1,1,5,462.03,32.34,499.37
ORD-0000468,15,1306,17-05-24,24-05-24,Standard Shipping,1,1,5,367.28,25.71,397.99
ORD-0000469,15,802,05-01-23,12-01-23,Standard Shipping,1,2,5,1035.4,72.48,1112.88
ORD-0000470,30,87,12-09-24,19-09-24,Standard Shipping,1,2,5,226.08,15.83,246.91
ORD-0000471,19,1058,26-10-23,29-10-23,Express Shipping,2,2,15,663.96,46.48,725.44
ORD-0000472,15,1801,05-01-23,05-01-23,Pickup,3,1,0,737.55,51.63,789.18
ORD-0000473,20,602,03-02-24,03-02-24,Pickup,3,2,0,852.63,59.69,912.32
ORD-0000474,19,731,23-06-23,26-06-23,Express Shipping,2,2,15,202.08,14.15,231.23
ORD-0000475,14,2257,05-08-23,12-08-23,Standard Shipping,1,2,5,553.12,38.72,596.84
ORD-0000476,13,341,29-05-24,05-06-24,Standard Shipping,1,2,5,534.18,37.39,576.57
ORD-0000477,24,2308,28-05-24,04-06-24,Standard Shipping,1,1,5,1018.55,71.3,1094.85
ORD-0000478,28,890,13-05-23,20-05-23,Standard Shipping,1,2,5,323.38,22.64,351.02
ORD-0000479,8,2667,21-08-24,28-08-24,Standard Shipping,1,1,5,105.19,7.36,117.55
ORD-0000480,4,1996,04-10-24,11-10-24,Standard Shipping,1,1,5,409.56,28.67,443.23
ORD-0000481,7,1344,22-01-23,25-01-23,Express Shipping,2,1,15,314.24,22,351.24
ORD-0000482,7,1786,30-11-23,07-12-23,Standard Shipping,1,1,5,1408.86,98.63,1512.49
ORD-0000483,3,1582,24-02-24,02-03-24,Standard Shipping,1,2,5,463.3,32.43,500.73
ORD-0000484,12,459,13-07-24,16-07-24,Express Shipping,2,1,15,273.07,19.12,307.19
ORD-0000485,29,1851,31-12-24,31-12-24,Pickup,3,2,0,860.87,60.27,921.14
ORD-0000486,6,717,12-12-23,15-12-23,Express Shipping,2,2,15,848.43,59.39,922.82
ORD-0000487,30,3257,06-07-23,06-07-23,Pickup,3,1,0,992.73,69.49,1062.22
ORD-0000488,29,364,26-11-23,03-12-23,Standard Shipping,1,1,5,1160.71,81.25,1246.96
ORD-0000489,13,733,09-09-24,16-09-24,Standard Shipping,1,1,5,810.88,56.76,872.64
ORD-0000490,30,1669,25-06-23,02-07-23,Standard Shipping,1,1,5,309.75,21.68,336.43
ORD-0000491,30,2657,17-09-23,17-09-23,Pickup,3,1,0,847.74,59.34,907.08
ORD-0000492,1,1159,11-12-24,18-12-24,Standard Shipping,1,2,5,395.38,27.68,428.06
ORD-0000493,25,1471,17-04-23,24-04-23,Standard Shipping,1,2,5,390.61,27.34,422.95
ORD-0000494,15,1690,02-03-24,09-03-24,Standard Shipping,1,2,5,228.14,15.97,249.11
ORD-0000495,8,1272,28-06-24,05-07-24,Standard Shipping,1,1,5,579.44,40.57,625.01
ORD-0000496,24,188,21-06-23,24-06-23,Express Shipping,2,2,15,10.97,0.77,26.74
ORD-0000497,7,2147,09-07-23,16-07-23,Standard Shipping,1,1,5,261.16,18.28,284.44
ORD-0000498,13,1904,06-05-23,13-05-23,Standard Shipping,1,2,5,456.48,31.95,493.43
ORD-0000499,22,1204,14-10-23,21-10-23,Standard Shipping,1,1,5,210.4,14.73,230.13
ORD-0000500,2,881,24-07-24,27-07-24,Express Shipping,2,2,15,17.06,1.19,33.25
ORD-0000501,14,2177,12-05-23,19-05-23,Standard Shipping,1,1,5,128.71,9.01,142.72
ORD-0000502,9,751,14-03-24,21-03-24,Standard Shipping,1,1,5,1215.3,85.07,1305.37
ORD-0000503,2,2857,30-10-24,02-11-24,Express Shipping,2,2,15,265.39,18.58,298.97
ORD-0000504,10,1184,30-08-23,02-09-23,Express Shipping,2,1,15,553.59,38.75,607.34
ORD-0000505,8,433,16-10-23,23-10-23,Standard Shipping,1,2,5,858.29,60.09,923.38
ORD-0000506,24,514,04-05-23,04-05-23,Pickup,3,2,0,284.76,19.93,304.69
ORD-0000507,9,1200,06-12-23,13-12-23,Standard Shipping,1,2,5,425.57,29.78,460.35
ORD-0000508,16,1162,10-01-24,17-01-24,Standard Shipping,1,2,5,412.86,28.9,446.76
ORD-0000509,26,188,22-11-23,22-11-23,Pickup,3,1,0,534.06,37.39,571.45
ORD-0000510,19,406,15-06-23,22-06-23,Standard Shipping,1,2,5,94.58,6.62,106.2
ORD-0000511,17,718,29-08-24,05-09-24,Standard Shipping,1,2,5,949.51,66.47,1020.98
ORD-0000512,15,3420,02-12-23,09-12-23,Standard Shipping,1,1,5,370.44,25.93,401.37
ORD-0000513,4,469,23-06-24,30-06-24,Standard Shipping,1,1,5,362.39,25.36,392.75
ORD-0000514,6,825,18-09-23,25-09-23,Standard Shipping,1,2,5,614.76,43.04,662.8
ORD-0000515,23,1435,31-03-24,07-04-24,Standard Shipping,1,2,5,580.09,40.61,625.7
ORD-0000516,11,47,25-03-24,25-03-24,Pickup,3,1,0,41.83,2.93,44.76
ORD-0000517,6,557,28-01-23,04-02-23,Standard Shipping,1,2,5,902.72,63.18,970.9
ORD-0000518,13,3487,03-10-23,10-10-23,Standard Shipping,1,2,5,377.25,26.41,408.66
ORD-0000519,20,2900,20-10-24,27-10-24,Standard Shipping,1,2,5,521.65,36.51,563.16
ORD-0000520,1,1562,17-04-23,24-04-23,Standard Shipping,1,1,5,697.81,48.85,751.66
ORD-0000521,14,2667,03-05-24,10-05-24,Standard Shipping,1,2,5,1406.81,98.48,1510.29
ORD-0000522,28,678,17-03-23,20-03-23,Express Shipping,2,1,15,238.14,16.67,269.81
ORD-0000523,7,3145,06-07-24,13-07-24,Standard Shipping,1,1,5,87.59,6.13,98.72
ORD-0000524,10,1521,08-03-23,15-03-23,Standard Shipping,1,2,5,724.2,50.7,779.9
ORD-0000525,18,3028,14-07-24,21-07-24,Standard Shipping,1,1,5,285.22,19.97,310.19
ORD-0000526,16,3206,26-11-24,03-12-24,Standard Shipping,1,2,5,138.09,9.67,152.76
ORD-0000527,23,1462,13-08-24,20-08-24,Standard Shipping,1,2,5,189.64,13.28,207.92
ORD-0000528,2,1172,24-04-24,01-05-24,Standard Shipping,1,1,5,85.74,6,96.74
ORD-0000529,26,979,07-09-24,07-09-24,Pickup,3,2,0,275.09,19.25,294.34
ORD-0000530,6,2328,09-08-24,12-08-24,Express Shipping,2,1,15,525.84,36.81,577.65
ORD-0000531,8,2036,28-04-23,05-05-23,Standard Shipping,1,2,5,643.7,45.06,693.76
ORD-0000532,17,1028,26-12-23,02-01-24,Standard Shipping,1,2,5,119.64,8.37,133.01
ORD-0000533,7,3011,26-05-23,26-05-23,Pickup,3,2,0,1166.09,81.63,1247.72
ORD-0000534,30,1332,19-09-23,26-09-23,Standard Shipping,1,1,5,126.3,8.84,140.14
ORD-0000535,16,698,17-08-23,24-08-23,Standard Shipping,1,1,5,527.45,36.92,569.37
ORD-0000536,20,812,12-05-23,12-05-23,Pickup,3,1,0,243.04,17.01,260.05
ORD-0000537,2,2225,13-12-23,16-12-23,Express Shipping,2,1,15,897.81,62.85,975.66
ORD-0000538,29,3487,13-05-24,13-05-24,Pickup,3,2,0,110.13,7.71,117.84
ORD-0000539,26,755,01-10-23,08-10-23,Standard Shipping,1,1,5,243.75,17.06,265.81
ORD-0000540,25,499,23-01-23,23-01-23,Pickup,3,1,0,351.69,24.61,376.3
ORD-0000541,10,685,15-06-24,22-06-24,Standard Shipping,1,2,5,920.07,64.4,989.47
ORD-0000542,26,1887,06-01-24,13-01-24,Standard Shipping,1,2,5,635.85,44.5,685.35
ORD-0000543,1,3188,10-09-24,17-09-24,Standard Shipping,1,2,5,365.36,25.57,395.93
ORD-0000544,28,1124,17-05-23,24-05-23,Standard Shipping,1,1,5,704.27,49.3,758.57
ORD-0000545,21,2759,25-10-24,01-11-24,Standard Shipping,1,2,5,150.8,10.56,166.36
ORD-0000546,3,2690,26-11-23,26-11-23,Pickup,3,1,0,181.55,12.71,194.26
ORD-0000547,4,3090,24-11-24,01-12-24,Standard Shipping,1,2,5,142.81,10,157.81
ORD-0000548,7,3035,19-10-23,26-10-23,Standard Shipping,1,1,5,1375.1,96.26,1476.36
ORD-0000549,2,2432,26-05-24,02-06-24,Standard Shipping,1,1,5,1025.6,71.79,1102.39
ORD-0000550,21,2052,16-11-23,23-11-23,Standard Shipping,1,2,5,861.78,60.32,927.1
ORD-0000551,26,2572,21-06-24,21-06-24,Pickup,3,1,0,812.51,56.89,869.4
ORD-0000552,18,3430,18-06-24,25-06-24,Standard Shipping,1,2,5,706.49,49.45,760.94
ORD-0000553,8,2367,27-10-24,03-11-24,Standard Shipping,1,1,5,778.12,54.47,837.59
