ProductID,ProductName,Brand,SubCategoryID,UsageFrequency,UnitPrice,Rating,NumberOfReviews,ProductSize,SkinType,GenderTarget,PackagingType,MainIngredient,CrueltyFree2,CountryOfOrigin
212,Perfect BB Cream,Patrick Ta,19,Occasional,53.85,1.7,5979,30ml,Normal,Unisex,Stick,Aloe Vera,1,South Korea
213,Perfect Lip Liner,Hourglass,13,Weekly,51.03,4,3838,150ml,Dry,Unisex,Jar,Hyaluronic Acid,1,Germany
214,Divine Setting Spray,Juvia’s Place,20,Occasional,15.99,3.3,6559,200ml,Combination,Female,Compact,Glycerin,0,Australia
215,Magic Lip Liner,NARS,8,Weekly,100.05,1.1,743,50ml,Dry,Male,Spray,Hyaluronic Acid,0,Germany
216,Super Mascara,Hourglass,7,Occasional,95.4,4,2192,150ml,Oily,Male,Bottle,Glycerin,0,South Korea
217,Ultra Cleanser,NARS,6,Occasional,52.06,3.7,8047,50ml,Combination,Female,Tube,Aloe Vera,0,Japan
218,Magic Highlighter,Charlotte Tilbury,19,Daily,110.71,2.2,5384,50ml,Dry,Unisex,Compact,Retinol,0,Australia
219,Perfect Foundation,Fenty Beauty,24,Occasional,31.89,3.2,6463,250ml,Normal,Female,Spray,Salicylic Acid,0,Germany
220,Divine Cleanser,Tarte,15,Monthly,58.92,4.2,3820,30ml,Combination,Unisex,Tube,Glycerin,0,UK
221,Super Highlighter,Pat McGrath Labs,22,Daily,54.65,4.9,7666,200ml,Oily,Female,Tube,Glycerin,0,UK
222,Perfect Highlighter,Perricone MD,14,Daily,148.17,2,6541,50ml,Combination,Unisex,Bottle,Hyaluronic Acid,1,South Korea
223,Perfect Lip Gloss,Ilia Beauty,5,Monthly,119.22,2.8,8082,250ml,Normal,Unisex,Stick,Hyaluronic Acid,1,France
224,Divine CC Cream,Tarte,9,Daily,143.59,1.2,9635,50ml,Combination,Female,Jar,Shea Butter,0,South Korea
225,Divine Eye Shadow,ColourPop,7,Occasional,116.47,3.6,9048,200ml,Combination,Female,Bottle,Retinol,1,UK
226,Ultra Eye Shadow,Kiehl’s,1,Weekly,35.66,2.7,3081,100ml,Normal,Male,Jar,Glycerin,0,Italy
227,Perfect Primer,Juvia’s Place,19,Weekly,37.4,2.6,5029,250ml,Sensitive,Female,Bottle,Retinol,0,Germany
228,Super Contour,Glossier,2,Occasional,144.29,3,1718,200ml,Combination,Male,Compact,Vitamin C,0,USA
229,Perfect Contour,Sisley,1,Weekly,104.34,1.9,401,30ml,Sensitive,Male,Jar,Shea Butter,0,Australia
230,Magic Cleanser,Anastasia Beverly Hills,10,Monthly,84.07,3.8,3362,100ml,Dry,Female,Spray,Shea Butter,1,South Korea
231,Ultra Mascara,Tatcha,15,Weekly,104.9,4.5,6379,100ml,Normal,Female,Tube,Shea Butter,0,USA
232,Super BB Cream,Shiseido,10,Daily,131.63,3.6,9990,150ml,Dry,Female,Spray,Shea Butter,0,South Korea
233,Super Setting Spray,Perricone MD,5,Occasional,114.6,2.4,991,200ml,Normal,Unisex,Jar,Salicylic Acid,1,South Korea
234,Perfect Lipstick,Tarte,4,Monthly,40.81,3.8,8723,100ml,Combination,Unisex,Tube,Hyaluronic Acid,0,Italy
235,Ultra Lipstick,Huda Beauty,15,Weekly,11.44,1.8,3305,250ml,Normal,Male,Jar,Salicylic Acid,1,Germany
236,Magic Eye Shadow,KVD Beauty,8,Weekly,127.76,2.3,8587,100ml,Normal,Female,Stick,Hyaluronic Acid,0,Australia
237,Ultra Blush,IT Cosmetics,12,Occasional,76.92,1.3,9889,250ml,Dry,Male,Jar,Shea Butter,1,South Korea
238,Ultra Blush,E.l.f.,9,Monthly,120.91,3.2,5159,50ml,Dry,Unisex,Spray,Vitamin C,1,UK
239,Super Primer,Farsali,12,Daily,67.32,1.5,6102,100ml,Combination,Female,Spray,Vitamin C,1,France
240,Ultra BB Cream,Kylie Cosmetics,18,Weekly,87.39,2.6,4846,30ml,Dry,Male,Bottle,Salicylic Acid,0,USA
241,Super Face Mask,Charlotte Tilbury,14,Daily,85.83,4.6,8613,50ml,Dry,Male,Compact,Salicylic Acid,1,Japan
242,Perfect Powder,Shiseido,3,Weekly,47.15,4.1,6406,100ml,Combination,Unisex,Bottle,Vitamin C,0,USA
243,Divine Bronzer,Farsali,5,Occasional,103,5,9904,30ml,Dry,Unisex,Stick,Vitamin C,1,Australia
244,Magic Setting Spray,Clinique,20,Occasional,113.65,2.3,3028,50ml,Normal,Unisex,Stick,Retinol,1,Australia
245,Ultra Makeup Remover,Anastasia Beverly Hills,1,Occasional,96.37,2.2,776,50ml,Dry,Male,Tube,Salicylic Acid,0,Italy
246,Super BB Cream,Bobby Brown,11,Weekly,70.72,1.6,8753,250ml,Combination,Unisex,Spray,Glycerin,1,USA
247,Divine Primer,E.l.f.,10,Monthly,114.3,2.7,3174,200ml,Oily,Unisex,Bottle,Retinol,0,Italy
248,Magic Blush,Kylie Cosmetics,3,Occasional,55.93,3.3,8919,250ml,Dry,Female,Compact,Hyaluronic Acid,0,Australia
249,Divine Lip Gloss,Kylie Cosmetics,5,Monthly,134.96,4.7,5283,200ml,Dry,Male,Tube,Aloe Vera,0,UK
250,Ultra Bronzer,Juvia’s Place,23,Occasional,43.32,1.7,1448,30ml,Sensitive,Female,Stick,Hyaluronic Acid,0,South Korea
251,Magic Bronzer,Bobby Brown,24,Weekly,40.31,4.9,7779,30ml,Oily,Female,Stick,Glycerin,1,USA
252,Magic Mascara,Farsali,12,Occasional,31.57,4,6269,250ml,Oily,Female,Jar,Hyaluronic Acid,1,Japan
253,Magic Blush,Kylie Cosmetics,18,Occasional,96.34,3.9,8488,150ml,Oily,Female,Jar,Shea Butter,1,Australia
254,Perfect Serum,Make Up For Ever,16,Monthly,101.91,1.9,4422,30ml,Combination,Male,Compact,Retinol,1,USA
255,Divine Mascara,Make Up For Ever,17,Occasional,10.2,1.8,7814,100ml,Combination,Unisex,Tube,Shea Butter,1,Italy
256,Super Lip Gloss,Drunk Elephant,16,Weekly,63.5,3.2,4547,250ml,Dry,Female,Stick,Shea Butter,1,Japan
257,Perfect Eye Shadow,Bobby Brown,11,Daily,119.63,2.2,3089,250ml,Normal,Male,Bottle,Hyaluronic Acid,0,USA
258,Divine Highlighter,Yves Saint Laurent,21,Daily,147.67,1,9889,150ml,Sensitive,Female,Stick,Glycerin,1,Japan
259,Ultra Serum,Juvia’s Place,11,Monthly,70.24,2.4,5240,150ml,Sensitive,Unisex,Spray,Shea Butter,1,USA
260,Super Blush,Becca,17,Daily,86.98,1.8,8258,50ml,Dry,Unisex,Tube,Glycerin,0,USA
261,Super Lip Liner,Becca,8,Daily,145.28,4.7,766,30ml,Oily,Female,Spray,Retinol,1,Italy
262,Super Setting Spray,Milk Makeup,9,Occasional,63.09,1.3,8611,100ml,Dry,Unisex,Stick,Aloe Vera,1,France
263,Divine BB Cream,Shiseido,16,Weekly,86.62,4.3,6736,50ml,Combination,Unisex,Bottle,Retinol,0,Germany
264,Super Face Oil,Hourglass,6,Occasional,107.2,4.6,9835,100ml,Oily,Male,Bottle,Salicylic Acid,1,UK
265,Super Contour,Kylie Cosmetics,10,Daily,107.24,4.4,3865,150ml,Oily,Female,Compact,Glycerin,0,South Korea
266,Super Bronzer,Huda Beauty,19,Occasional,86.57,1.2,5072,200ml,Oily,Female,Bottle,Glycerin,1,Italy
267,Divine Eye Shadow,Bite Beauty,20,Monthly,106.8,3.5,8552,200ml,Sensitive,Unisex,Compact,Retinol,1,France
268,Divine BB Cream,Clinique,23,Occasional,57.84,4.3,9804,30ml,Sensitive,Female,Tube,Hyaluronic Acid,1,Italy
269,Divine Lipstick,NARS,14,Weekly,79.2,4.5,7625,30ml,Dry,Male,Tube,Glycerin,1,Japan
270,Super Face Oil,NARS,6,Occasional,95.98,1.3,8285,100ml,Oily,Unisex,Bottle,Retinol,0,Germany
271,Divine Primer,Kylie Cosmetics,17,Weekly,91.97,4.5,4038,50ml,Oily,Unisex,Stick,Glycerin,1,Italy
272,Divine CC Cream,Patrick Ta,19,Occasional,126.27,1.5,5729,250ml,Normal,Male,Tube,Glycerin,0,Germany
273,Magic Mascara,Make Up For Ever,19,Weekly,148.03,1.8,855,50ml,Sensitive,Female,Bottle,Salicylic Acid,0,Germany
274,Magic Moisturizer,RMS Beauty,20,Daily,18.16,3.5,7572,50ml,Dry,Male,Bottle,Shea Butter,0,Australia
275,Ultra BB Cream,RMS Beauty,17,Monthly,148.16,2.9,4420,50ml,Combination,Unisex,Spray,Glycerin,1,Italy
276,Divine Mascara,Bobby Brown,3,Monthly,68.59,3.3,3530,100ml,Oily,Female,Stick,Aloe Vera,0,USA
277,Magic Powder,Juvia’s Place,10,Weekly,101.28,4.2,6529,50ml,Dry,Male,Jar,Aloe Vera,1,France
278,Magic BB Cream,Fenty Beauty,18,Monthly,85.46,3.7,5907,100ml,Oily,Unisex,Jar,Retinol,1,South Korea
279,Super Mascara,Morphe,11,Monthly,108.6,2.7,4371,50ml,Dry,Male,Stick,Glycerin,0,Italy
280,Magic Exfoliator,Kylie Cosmetics,5,Occasional,33.72,4.4,1242,200ml,Sensitive,Male,Compact,Glycerin,0,Italy
281,Ultra BB Cream,Becca,12,Monthly,17.88,2.8,1262,30ml,Sensitive,Unisex,Stick,Salicylic Acid,1,France
282,Ultra Eyeliner,Fenty Beauty,9,Monthly,57.37,4.6,3254,30ml,Combination,Unisex,Bottle,Aloe Vera,0,France
283,Magic Face Mask,Yves Saint Laurent,14,Monthly,90.53,2.6,2864,150ml,Combination,Male,Bottle,Hyaluronic Acid,1,Australia
284,Divine Primer,IT Cosmetics,17,Monthly,141.54,4.7,1433,150ml,Combination,Unisex,Tube,Salicylic Acid,1,France
285,Super Blush,Natasha Denona,9,Monthly,54.79,1.1,7425,50ml,Normal,Unisex,Compact,Hyaluronic Acid,1,Germany
286,Ultra Concealer,Natasha Denona,24,Monthly,51.94,1.5,2735,50ml,Normal,Unisex,Stick,Retinol,0,South Korea
287,Perfect Face Oil,E.l.f.,5,Daily,74.3,1.7,9875,30ml,Oily,Unisex,Spray,Vitamin C,1,Australia
288,Ultra Moisturizer,RMS Beauty,7,Daily,22.41,4,7505,150ml,Normal,Female,Tube,Retinol,0,Australia
289,Ultra Foundation,Kylie Cosmetics,1,Occasional,115.5,1.5,6391,50ml,Oily,Female,Bottle,Aloe Vera,1,Australia
290,Divine Lipstick,Huda Beauty,5,Daily,72.31,2.7,6582,200ml,Oily,Unisex,Stick,Glycerin,0,Italy
291,Perfect Concealer,Farsali,11,Daily,116.87,4,774,100ml,Dry,Female,Stick,Shea Butter,0,France
292,Perfect Lip Liner,Morphe,12,Monthly,23.24,2.9,7651,150ml,Normal,Female,Tube,Hyaluronic Acid,0,Japan
293,Ultra Setting Spray,E.l.f.,5,Occasional,52.39,2.8,1733,200ml,Oily,Unisex,Spray,Salicylic Acid,1,South Korea
294,Magic Cleanser,Juvia’s Place,12,Occasional,77.73,4.3,6990,30ml,Normal,Female,Compact,Vitamin C,0,Australia
295,Ultra Contour,RMS Beauty,4,Occasional,11.07,2.6,6608,250ml,Normal,Female,Compact,Glycerin,1,France
296,Super Serum,Huda Beauty,12,Monthly,79.14,4.6,4266,200ml,Sensitive,Female,Jar,Shea Butter,0,USA
297,Magic Lip Liner,NARS,14,Monthly,37.65,3.1,4615,50ml,Sensitive,Unisex,Spray,Vitamin C,1,South Korea
298,Perfect Makeup Remover,Shiseido,8,Monthly,31.52,1.5,1882,250ml,Normal,Male,Compact,Salicylic Acid,0,USA
299,Perfect Concealer,Tatcha,4,Occasional,85.74,2.8,9124,200ml,Combination,Unisex,Compact,Vitamin C,0,Australia
300,Divine Foundation,Bite Beauty,15,Daily,32.99,4.4,5787,200ml,Oily,Female,Stick,Salicylic Acid,0,Italy
301,Ultra CC Cream,Anastasia Beverly Hills,21,Monthly,119.6,4.5,2812,200ml,Oily,Female,Spray,Hyaluronic Acid,0,USA
302,Magic Foundation,RMS Beauty,15,Occasional,120.89,2.9,2995,50ml,Oily,Unisex,Tube,Vitamin C,0,Australia
303,Perfect Blush,Clinique,6,Monthly,136.64,2.3,9817,100ml,Sensitive,Male,Tube,Aloe Vera,1,UK
304,Super Lip Gloss,Sisley,21,Occasional,105.97,3.8,6705,150ml,Oily,Female,Spray,Aloe Vera,1,Italy
305,Super Blush,Anastasia Beverly Hills,5,Daily,142.12,3.4,9423,250ml,Dry,Female,Tube,Retinol,1,Australia
306,Perfect Eye Shadow,Glossier,13,Monthly,103.69,4.8,6741,150ml,Dry,Male,Compact,Vitamin C,1,USA
307,Perfect Powder,Yves Saint Laurent,3,Monthly,79.97,1.8,8236,250ml,Normal,Unisex,Bottle,Glycerin,0,UK
308,Ultra Blush,Huda Beauty,24,Monthly,44.62,4.1,7991,200ml,Oily,Female,Bottle,Shea Butter,1,UK
309,Divine Primer,Becca,11,Daily,136.24,4.7,1645,50ml,Oily,Male,Stick,Glycerin,0,Italy
310,Perfect Highlighter,Morphe,11,Occasional,146.43,3.4,946,250ml,Sensitive,Unisex,Tube,Glycerin,1,Japan
311,Perfect Eyeliner,ColourPop,10,Daily,129.74,2,2946,250ml,Normal,Unisex,Spray,Retinol,1,USA
312,Ultra Cleanser,Bobby Brown,5,Daily,73.44,2,3142,50ml,Combination,Unisex,Compact,Salicylic Acid,1,South Korea
313,Perfect Makeup Remover,RMS Beauty,23,Daily,60.46,3.5,4261,100ml,Combination,Female,Bottle,Aloe Vera,1,France
314,Divine BB Cream,Pat McGrath Labs,6,Occasional,42.04,2.4,3548,200ml,Combination,Unisex,Jar,Salicylic Acid,1,France
315,Divine Bronzer,Juvia’s Place,13,Daily,38.4,4.6,5068,250ml,Oily,Male,Spray,Hyaluronic Acid,0,UK
316,Super Lip Liner,Kiehl’s,14,Daily,108.54,4.8,999,150ml,Normal,Unisex,Bottle,Salicylic Acid,1,Australia
317,Super Foundation,NARS,4,Weekly,25.85,3.8,5070,200ml,Combination,Female,Jar,Vitamin C,0,Australia
318,Divine Exfoliator,Danessa Myricks,18,Monthly,142.82,2.5,9883,100ml,Sensitive,Female,Spray,Hyaluronic Acid,1,Japan
319,Perfect BB Cream,Sisley,9,Occasional,142.43,4.6,2351,150ml,Normal,Male,Spray,Shea Butter,1,USA
320,Ultra Serum,Perricone MD,13,Monthly,109.25,4.2,3562,50ml,Normal,Male,Bottle,Aloe Vera,1,Germany
321,Divine Serum,NARS,8,Daily,63.82,2.1,1558,150ml,Dry,Male,Tube,Vitamin C,0,South Korea
322,Divine Highlighter,Anastasia Beverly Hills,11,Occasional,96.57,1.6,4649,50ml,Combination,Female,Stick,Shea Butter,0,Australia
323,Ultra Highlighter,Glossier,2,Weekly,81.47,3.5,7022,150ml,Sensitive,Male,Compact,Vitamin C,1,South Korea
324,Magic Serum,Tarte,11,Occasional,65.82,1.3,5002,250ml,Oily,Female,Compact,Hyaluronic Acid,0,South Korea
325,Perfect Powder,Laura Mercier,18,Occasional,64.75,3.5,1783,150ml,Oily,Unisex,Spray,Hyaluronic Acid,1,Japan
326,Super Cleanser,Bourjois,8,Occasional,65.16,3.9,6707,100ml,Oily,Female,Stick,Salicylic Acid,0,Australia
327,Divine Concealer,Milk Makeup,5,Occasional,132.63,4.7,6350,50ml,Combination,Unisex,Tube,Hyaluronic Acid,0,Italy
328,Ultra BB Cream,Shiseido,14,Daily,35.49,1.4,3418,100ml,Combination,Female,Compact,Vitamin C,0,USA
329,Magic Concealer,Yves Saint Laurent,22,Weekly,104.76,2.5,5584,150ml,Normal,Male,Stick,Aloe Vera,1,UK
330,Divine Primer,Morphe,8,Daily,126.62,3.1,228,150ml,Dry,Unisex,Jar,Hyaluronic Acid,1,Italy
331,Divine Highlighter,E.l.f.,10,Weekly,102.31,4.8,3220,150ml,Oily,Female,Bottle,Glycerin,1,South Korea
332,Perfect CC Cream,NARS,15,Monthly,45.99,2.5,4133,100ml,Combination,Unisex,Bottle,Salicylic Acid,1,South Korea
333,Divine BB Cream,Laura Mercier,5,Monthly,103.16,2.4,1202,150ml,Sensitive,Unisex,Jar,Retinol,1,Australia
334,Perfect Eyeliner,Rare Beauty,6,Monthly,32.02,4.8,6744,30ml,Combination,Male,Compact,Vitamin C,0,UK
335,Perfect Contour,Natasha Denona,18,Daily,109.15,2.5,8361,200ml,Sensitive,Female,Tube,Salicylic Acid,1,Japan
336,Super BB Cream,Huda Beauty,16,Monthly,57.36,3.8,3738,50ml,Sensitive,Male,Tube,Shea Butter,1,Australia
337,Ultra Concealer,Patrick Ta,24,Monthly,121.9,1.7,6124,30ml,Combination,Unisex,Stick,Vitamin C,1,Germany
338,Magic Bronzer,Ilia Beauty,3,Weekly,135.32,1.1,2457,30ml,Normal,Female,Bottle,Aloe Vera,0,USA
339,Super Contour,Laura Mercier,14,Occasional,94.19,3.9,6048,50ml,Oily,Male,Compact,Hyaluronic Acid,1,Italy
340,Ultra Primer,Yves Saint Laurent,2,Daily,141.56,1.6,1947,200ml,Dry,Female,Jar,Hyaluronic Acid,1,Australia
341,Divine Face Mask,Becca,13,Daily,20.84,4,5919,50ml,Oily,Male,Jar,Vitamin C,0,Japan
342,Ultra Face Oil,Shiseido,16,Monthly,19.66,2.2,9700,100ml,Dry,Unisex,Bottle,Hyaluronic Acid,1,Australia
343,Divine Lip Gloss,Juvia’s Place,14,Occasional,137.69,3.5,5234,250ml,Combination,Male,Jar,Salicylic Acid,0,Australia
344,Magic Lip Gloss,Becca,18,Weekly,68.32,1.6,499,150ml,Oily,Female,Compact,Vitamin C,0,USA
345,Ultra CC Cream,Hourglass,3,Weekly,25.07,1.3,1556,250ml,Combination,Unisex,Jar,Glycerin,0,Japan
346,Magic Lip Liner,Ilia Beauty,17,Daily,110.26,1,1018,100ml,Dry,Female,Tube,Hyaluronic Acid,1,Italy
347,Divine CC Cream,Bobby Brown,4,Occasional,74.56,1.2,8198,150ml,Combination,Unisex,Spray,Glycerin,1,Germany
348,Divine Foundation,Patrick Ta,14,Daily,92.06,1.9,1332,30ml,Sensitive,Male,Tube,Salicylic Acid,0,Italy
349,Magic Serum,ColourPop,3,Weekly,96.46,4.4,3308,250ml,Oily,Unisex,Compact,Shea Butter,1,South Korea
350,Divine Serum,KVD Beauty,12,Daily,18.93,3.1,6253,50ml,Normal,Unisex,Spray,Salicylic Acid,1,USA
351,Divine Lip Gloss,Juvia’s Place,19,Occasional,64.03,2.5,9528,200ml,Sensitive,Male,Spray,Shea Butter,1,Japan
352,Magic Lipstick,Drunk Elephant,7,Weekly,48.94,1.7,9317,50ml,Sensitive,Unisex,Stick,Retinol,1,Italy
353,Ultra Lipstick,Glossier,19,Monthly,87.32,2.3,9796,200ml,Normal,Unisex,Compact,Hyaluronic Acid,1,Germany
354,Ultra Blush,Laura Mercier,2,Monthly,67.11,3.6,9943,150ml,Combination,Unisex,Jar,Aloe Vera,0,UK
355,Ultra BB Cream,Tatcha,4,Daily,126.39,4.2,5702,30ml,Combination,Male,Spray,Aloe Vera,1,South Korea
356,Magic Face Mask,Perricone MD,17,Monthly,32.63,1.3,3151,150ml,Normal,Unisex,Compact,Glycerin,1,Japan
357,Divine Moisturizer,Danessa Myricks,3,Daily,106.19,1.1,1641,50ml,Dry,Unisex,Stick,Aloe Vera,0,USA
358,Super Primer,Fenty Beauty,8,Monthly,58.78,1.5,6828,150ml,Oily,Male,Compact,Shea Butter,0,Australia
359,Super CC Cream,Kiehl’s,6,Occasional,26.93,3.7,7245,30ml,Oily,Male,Tube,Hyaluronic Acid,0,Australia
360,Super Face Oil,Bite Beauty,2,Weekly,86.84,2.7,8121,200ml,Combination,Female,Spray,Glycerin,1,Australia
361,Magic Face Oil,RMS Beauty,23,Occasional,39.89,1.2,7009,30ml,Dry,Unisex,Stick,Vitamin C,0,France
362,Ultra Concealer,Becca,3,Weekly,107.98,4.5,8426,100ml,Sensitive,Unisex,Bottle,Shea Butter,0,UK
363,Ultra Lip Liner,Too Faced,24,Weekly,82.61,4.7,1095,150ml,Combination,Female,Tube,Vitamin C,1,Japan
364,Super CC Cream,Ilia Beauty,1,Weekly,123.56,3.1,9117,100ml,Dry,Female,Tube,Salicylic Acid,0,South Korea
365,Magic Powder,Perricone MD,10,Weekly,62.36,1.1,9612,200ml,Sensitive,Female,Compact,Glycerin,1,Italy
366,Divine Setting Spray,Morphe,5,Monthly,144.37,3.8,6481,250ml,Dry,Female,Jar,Shea Butter,1,France
367,Divine Highlighter,Juvia’s Place,11,Weekly,86.6,1.2,3279,150ml,Normal,Unisex,Jar,Aloe Vera,1,Germany
368,Divine CC Cream,Clinique,10,Weekly,20.52,1.3,6202,250ml,Sensitive,Male,Stick,Salicylic Acid,1,Australia
369,Perfect CC Cream,Perricone MD,8,Monthly,126.55,2.9,7858,30ml,Normal,Female,Bottle,Vitamin C,1,Japan
370,Perfect Lipstick,Danessa Myricks,6,Occasional,67.49,3.6,7961,100ml,Combination,Female,Stick,Shea Butter,0,France
371,Super Moisturizer,Charlotte Tilbury,13,Weekly,56.61,3,9695,200ml,Sensitive,Unisex,Bottle,Retinol,1,UK
372,Magic Powder,ColourPop,7,Weekly,33.02,1.3,9341,200ml,Oily,Unisex,Spray,Retinol,0,France
373,Divine Cleanser,Becca,4,Monthly,63.63,4.5,6366,100ml,Combination,Unisex,Tube,Glycerin,1,Germany
374,Perfect Cleanser,Bourjois,5,Daily,60.11,2.6,6222,150ml,Sensitive,Unisex,Bottle,Retinol,0,Italy
375,Super Setting Spray,IT Cosmetics,23,Monthly,13.48,2.5,1724,150ml,Sensitive,Unisex,Tube,Vitamin C,0,Germany
376,Perfect Setting Spray,Kylie Cosmetics,19,Daily,24.25,4.4,1836,100ml,Normal,Male,Stick,Glycerin,0,Australia
377,Super Lip Gloss,Perricone MD,4,Daily,47.15,1.1,2696,100ml,Sensitive,Female,Tube,Salicylic Acid,0,Japan
378,Magic Face Mask,Make Up For Ever,14,Daily,62.29,4.8,1078,30ml,Sensitive,Unisex,Tube,Glycerin,0,Germany
379,Super Contour,Make Up For Ever,9,Occasional,28.98,3.3,4397,30ml,Sensitive,Male,Tube,Retinol,0,Italy
380,Super Primer,Fenty Beauty,7,Occasional,76.67,4.7,2896,250ml,Normal,Male,Stick,Glycerin,1,Japan
381,Divine Eyeliner,Laura Mercier,9,Weekly,95.91,3.9,3941,100ml,Dry,Female,Tube,Glycerin,0,Italy
382,Magic Powder,Pat McGrath Labs,3,Monthly,67.95,2,853,200ml,Sensitive,Female,Compact,Aloe Vera,1,Germany
383,Perfect Makeup Remover,Shiseido,4,Weekly,90.85,4.1,147,150ml,Combination,Male,Compact,Vitamin C,1,Australia
384,Perfect Exfoliator,IT Cosmetics,6,Occasional,34.58,1.6,7972,30ml,Oily,Male,Bottle,Salicylic Acid,1,France
385,Super Exfoliator,Bobby Brown,16,Monthly,11.82,4.9,499,50ml,Oily,Female,Jar,Shea Butter,0,UK
386,Divine Setting Spray,Patrick Ta,14,Monthly,38.81,1.1,6897,250ml,Sensitive,Unisex,Stick,Glycerin,1,Japan
387,Divine CC Cream,Laura Mercier,17,Occasional,63.73,4.9,2341,100ml,Oily,Male,Bottle,Aloe Vera,1,UK
388,Super Bronzer,Huda Beauty,14,Occasional,139.34,4.2,418,200ml,Normal,Female,Compact,Hyaluronic Acid,1,Australia
389,Divine Foundation,Bobby Brown,19,Occasional,132.98,1.7,1110,30ml,Dry,Male,Bottle,Shea Butter,1,Australia
390,Divine Eye Shadow,KVD Beauty,9,Occasional,100.55,3.2,3552,100ml,Dry,Female,Stick,Retinol,0,USA
391,Divine CC Cream,Tatcha,6,Weekly,55.35,4.8,9836,150ml,Normal,Unisex,Jar,Glycerin,0,Germany
392,Ultra Highlighter,Fenty Beauty,4,Daily,59.29,4.1,4265,250ml,Combination,Male,Stick,Hyaluronic Acid,1,Australia
393,Ultra Setting Spray,Charlotte Tilbury,1,Monthly,59.72,1.6,3906,100ml,Normal,Female,Bottle,Glycerin,1,Australia
394,Perfect Moisturizer,Huda Beauty,5,Monthly,14.83,3.6,2831,50ml,Dry,Female,Stick,Hyaluronic Acid,0,Italy
395,Super Cleanser,Becca,9,Weekly,139.22,3.5,8580,150ml,Dry,Male,Jar,Vitamin C,1,South Korea
396,Ultra Primer,IT Cosmetics,9,Daily,96.78,1.8,6338,100ml,Dry,Male,Bottle,Salicylic Acid,0,Italy
397,Magic Blush,Pat McGrath Labs,13,Weekly,80.95,4.2,9533,150ml,Combination,Unisex,Spray,Retinol,1,Australia
398,Ultra Mascara,Juvia’s Place,6,Weekly,73.16,3,1840,100ml,Oily,Female,Stick,Vitamin C,0,South Korea
399,Divine Contour,Patrick Ta,3,Daily,23.93,2.5,2855,100ml,Combination,Female,Spray,Aloe Vera,1,USA
400,Super Primer,Yves Saint Laurent,7,Daily,140.09,3.7,1418,150ml,Oily,Female,Compact,Retinol,1,Australia
401,Magic Blush,Farsali,19,Daily,120.72,2.6,9027,50ml,Normal,Male,Jar,Aloe Vera,0,Japan
402,Ultra Face Mask,KVD Beauty,17,Weekly,76.2,4.5,5291,100ml,Oily,Unisex,Jar,Aloe Vera,1,France
403,Ultra Makeup Remover,Glossier,11,Daily,103.95,3.4,7355,100ml,Sensitive,Female,Compact,Vitamin C,1,UK
404,Divine Serum,Patrick Ta,6,Occasional,134.74,1.1,6700,30ml,Dry,Unisex,Jar,Hyaluronic Acid,0,Australia
405,Super Lip Gloss,Make Up For Ever,21,Occasional,36.54,3.5,3958,250ml,Combination,Male,Jar,Aloe Vera,1,Italy
406,Divine Moisturizer,Danessa Myricks,5,Monthly,12.24,2.6,7870,250ml,Sensitive,Unisex,Jar,Hyaluronic Acid,1,Germany
407,Perfect Concealer,Farsali,8,Daily,133.89,2.2,5023,30ml,Normal,Unisex,Jar,Retinol,0,Italy
408,Magic Face Mask,Patrick Ta,11,Occasional,71.44,3.9,5316,150ml,Sensitive,Female,Spray,Hyaluronic Acid,0,South Korea
409,Magic Face Mask,Bite Beauty,11,Occasional,96.29,3.6,2059,250ml,Combination,Male,Spray,Glycerin,1,France
410,Ultra Bronzer,Ilia Beauty,20,Monthly,28.05,5,4094,100ml,Combination,Male,Tube,Hyaluronic Acid,1,South Korea
411,Divine Face Oil,Urban Decay,7,Monthly,68.57,3.4,3896,250ml,Sensitive,Male,Jar,Shea Butter,0,South Korea
412,Divine Primer,Tarte,10,Daily,144.6,2.1,114,200ml,Sensitive,Female,Jar,Aloe Vera,0,Japan
413,Magic Face Mask,Make Up For Ever,9,Weekly,145.06,3.9,8237,200ml,Combination,Unisex,Compact,Hyaluronic Acid,0,UK
414,Perfect Eye Shadow,Hourglass,21,Weekly,29.47,1.8,6841,30ml,Dry,Unisex,Spray,Vitamin C,0,Japan
415,Divine Face Mask,Drunk Elephant,9,Monthly,99.03,4,3641,150ml,Dry,Male,Tube,Salicylic Acid,1,Germany
416,Divine Exfoliator,Drunk Elephant,15,Occasional,133.27,2.4,6058,200ml,Sensitive,Male,Tube,Aloe Vera,0,Germany
417,Perfect Highlighter,Natasha Denona,8,Monthly,87.82,3.9,3154,200ml,Sensitive,Unisex,Stick,Salicylic Acid,1,UK
418,Super Face Mask,RMS Beauty,19,Daily,142.81,3.1,669,250ml,Oily,Male,Bottle,Glycerin,1,USA
419,Perfect Powder,Patrick Ta,6,Weekly,91.46,3.6,3547,30ml,Oily,Female,Stick,Retinol,1,Japan
420,Ultra Contour,Farsali,23,Occasional,76.07,3.5,8209,30ml,Combination,Female,Jar,Shea Butter,0,UK
421,Magic Highlighter,Morphe,5,Monthly,94.77,4.1,7622,30ml,Normal,Male,Tube,Shea Butter,1,USA
422,Magic CC Cream,Sisley,17,Weekly,58.62,3.1,3513,50ml,Dry,Female,Compact,Glycerin,0,Italy
